learning_rate,loss
1e-06,12.95582580566406
1.1481536214968827e-06,12.954880801114156
1.3182567385564072e-06,12.955890101813045
1.5135612484362085e-06,12.954492750981943
1.737800828749376e-06,12.95551071526963
1.9952623149688804e-06,12.955698746779765
2.2908676527677743e-06,12.955774423577555
2.6302679918953834e-06,12.955319543925421
3.019951720402018e-06,12.955512267169178
3.4673685045253185e-06,12.95518536231853
3.981071705534975e-06,12.955252034643152
4.5708818961487535e-06,12.955254749483498
5.24807460249773e-06,12.954476607585702
6.0255958607435825e-06,12.953952906092507
6.918309709189371e-06,12.953381197942875
7.943282347242822e-06,12.952742245359248
9.120108393559107e-06,12.952215427802535
1.0471285480509006e-05,12.951104342327588
1.2022644346174142e-05,12.949721541367882
1.3803842646028864e-05,12.94737630616351
1.5848931924611155e-05,12.944031118582537
1.8197008586099858e-05,12.940517515754522
2.0892961308540423e-05,12.935408019679336
2.3988329190194938e-05,12.929102008437349
2.7542287033381704e-05,12.921415713136483
3.162277660168384e-05,12.912352855369814
3.6307805477010194e-05,12.901122401714854
4.168693834703361e-05,12.886473565696768
4.786300923226392e-05,12.87020685396949
5.4954087385762556e-05,12.84931302075646
6.309573444801944e-05,12.825915331146012
7.244359600749914e-05,12.797884709003533
8.317637711026727e-05,12.764567439234591
9.54992586021438e-05,12.726166730472464
0.00010964781961431875,12.676869259621206
0.00012589254117941701,12.626145124747916
0.0001445439770745931,12.570793013894917
0.00016595869074375648,12.50815918540743
0.0001905460717963252,12.448806774281065
0.0002187761623949558,12.398206873330958
0.00025118864315095866,12.350405232566404
0.00028840315031266136,12.303706349841216
0.000331131121482592,12.26552650438936
0.00038018939632056227,12.236394288139966
0.00043651583224016725,12.217295815182005
0.0005011872336272738,12.199841691807926
0.0005754399373371587,12.194298834405776
0.0006606934480075981,12.193432372364951
0.0007585775750291862,12.203769794802925
0.0008709635899560835,12.220664230644406
0.0010000000000000035,12.240106368376665
0.0011481536214968868,12.253072943727698
0.0013182567385564118,12.261816869189362
0.0015135612484362137,12.23446289459216
0.001737800828749382,12.115104485144665
0.001995262314968887,12.028212145016873
0.002290867652767782,11.947925373846799
0.002630267991895392,11.877871073945293
0.0030199517204020283,11.782099840893624
0.0034673685045253306,11.728867859999978
0.003981071705534989,11.623195552820258
0.0045708818961487695,11.526097236419707
0.005248074602497748,11.425579304450647
0.006025595860743603,11.332698865463062
0.006918309709189395,11.305290604938055
0.00794328234724285,11.285265520346938
0.009120108393559138,11.2916051568976
0.010471285480509043,11.301168190307672
0.012022644346174184,11.322718806980332
0.013803842646028913,11.412565868596669
0.01584893192461121,11.505233955538325
0.018197008586099923,11.577000621942739
0.020892961308540497,11.622265981797252
0.023988329190195022,11.635704283458363
0.0275422870333818,12.016940868125069
0.03162277660168395,12.233404087365823
0.03630780547701032,12.442405442988473
0.041686938347033756,12.662598469372702
0.04786300923226409,12.969003151225161
0.05495408738576275,13.39682612085566
0.06309573444801966,13.816733256569343
0.0724435960074994,14.235241561784711
0.08317637711026755,14.67808142467796
0.09549925860214412,15.245957563979651
0.1096478196143191,16.099030822885624
0.12589254117941742,16.921309582228293
0.14454397707459357,17.629832205708613
0.16595869074375702,18.37951337684645
0.19054607179632582,18.997054006029856
0.21877616239495654,19.665503076780915
0.2511886431509595,20.20152769477524
0.28840315031266234,20.792219957429687
0.3311311214825931,21.369892497278695
0.38018939632056353,21.625213304870886
0.43651583224016866,21.774598577358198
0.5011872336272754,22.21301696766251
0.5754399373371605,23.219743722014268
0.6606934480076001,23.81186272955361
0.7585775750291885,24.60021295596109
0.8709635899560861,26.214098120017255
